id,titulo,empresa,ciudad,modalidad,experiencia,lenguajes,salario,tipo_contrato,fecha_publicacion,vacantes
4692,BI Analyst,Mercado Libre,Medellín,remoto,Semi-Senior,"Java, Power BI, Azure, Excel, Node.js",4742244.0,Indefinido,2025-06-26,7
4693,Frontend Developer,Teleperformance,Cartagena,Presencial,Senior,"React, AWS, R, Azure",8636309.0,Indefinido,2024-10-28,7
4694,Software Developer,Sura,medellin,remoto,semi senior,"Node.js, AWS, Pandas, Excel",4290999.0,Temporal,2025-09-11,1
4695,Full Stack Developer,Mercado Libre,bogota,Hibrido,semi senior,"TensorFlow, Excel, Node.js, R, Docker",4417762.0,Temporal,2026-04-02,10
4696,Data Scientist,Sura,Cali,Remoto,Senior,"JavaScript, React",9806549.0,Freelance,2025-01-11,5
4697,BI Analyst,InnovaTech,Remoto,Híbrido,Senior,"React, Power BI",10242432.0,Freelance,2024-11-06,3
4698,Data Analyst,CodeLab,Bucaramanga,Híbrido,semi senior,"Tableau, JavaScript, Python, Azure",5588053.0,Contrato,2024-07-24,8
4699,Frontend Developer,Globant,bogota,remoto,Junior,"Docker, Tableau, Power BI, AWS",2507407.0,indefinido,2024-08-20,10
4700,Ingeniero de Datos,DataSoft,Bucaramanga,Remoto,junior,"React, Python",2671158.0,indefinido,2025-06-22,5
4701,Data Scientist,Davivienda,Bogotá,Presencial,Junior,"JavaScript, AWS, Power BI",3403306.0,Indefinido,2025-09-17,2
4702,Data Analyst,Teleperformance,Cali,Presencial,junior,"React, Excel, Azure",,Indefinido,2024-05-22,4
4703,Data Analyst,Mercado Libre,Medellín,Presencial,semi senior,"React, TensorFlow, R",,Contrato,2025-09-30,5
4704,Frontend Developer,IBM,medellin,Híbrido,junior,"Python, TensorFlow, R, AWS, Azure, Excel",3427650.0,indefinido,2024-10-29,1
4705,Ingeniero de Datos,Claro,Cartagena,Presencial,Senior,"R, Tableau, TensorFlow, JavaScript, Docker",10173000.0,Temporal,2024-09-24,7
4706,Machine Learning Engineer,Claro,Cartagena,remoto,Semi-Senior,"AWS, Azure, Pandas",4356635.0,Freelance,2024-07-08,2
4707,Frontend Developer,CodeLab,Bogotá,Hibrido,semi senior,"TensorFlow, JavaScript, Node.js",5201430.0,Temporal,2025-06-02,5
4708,Data Analyst,Accenture,Cartagena,Presencial,Junior,"Power BI, AWS",4443136.0,indefinido,2024-09-23,1
4709,Frontend Developer,Rappi,Cartagena,Híbrido,Semi-Senior,"Java, Azure, JavaScript, SQL, Tableau, Pandas",5673713.0,Indefinido,2026-01-27,8
4710,Machine Learning Engineer,Bancolombia,Medellín,remoto,Junior,"Azure, SQL, Pandas",3261328.0,Indefinido,2025-03-28,7
4711,BI Analyst,TechNova,medellin,Remoto,Semi-Senior,"SQL, Node.js, Power BI",4528584.0,Indefinido,2024-11-30,1
4712,Frontend Developer,Claro,medellin,Híbrido,semi senior,"Excel, Azure",6030038.0,Contrato,2026-03-25,10
4713,Analista de Datos,IBM,Bucaramanga,Híbrido,junior,"AWS, Azure, Pandas",2927113.0,Freelance,2025-04-08,7
4714,Software Developer,TechNova,Barranquilla,Presencial,Senior,"Docker, SQL",9520444.0,Freelance,2025-02-15,8
4715,Ingeniero de Datos,Bancolombia,Cartagena,Remoto,Semi-Senior,"React, Docker, TensorFlow",4385166.0,Temporal,2026-02-12,4
4716,Software Developer,Mercado Libre,Cartagena,Presencial,semi senior,"Excel, Python, Java, SQL, Tableau, R",6273006.0,Indefinido,2024-05-21,10
4717,Software Developer,TechNova,Bucaramanga,remoto,Junior,"Pandas, Java",4505631.0,Temporal,2024-06-09,9
4718,Ingeniero de Datos,InnovaTech,bogota,Híbrido,junior,"R, Java, React, Pandas, SQL, Python",2664285.0,Temporal,2024-07-24,4
4719,Data Analyst,InnovaTech,Cali,Presencial,semi senior,"R, Azure, Java, JavaScript, Node.js",4097883.0,indefinido,2025-11-10,7
4720,Analista de Datos,DataSoft,Bucaramanga,Híbrido,junior,"TensorFlow, Excel, Java, Node.js, R, Docker",1963052.0,Indefinido,2025-07-26,2
4721,Analista de Datos,TechNova,Cartagena,Presencial,Junior,"Pandas, TensorFlow",2856079.0,Freelance,2025-10-27,9
4722,Data Analyst,Davivienda,Medellín,Hibrido,Senior,"Python, Tableau, JavaScript",9720024.0,Contrato,2025-11-17,1
4723,BI Analyst,IBM,Bucaramanga,Hibrido,Semi-Senior,"SQL, TensorFlow, Pandas",5743401.0,indefinido,2024-11-23,1
4724,Frontend Developer,Teleperformance,Medellín,Remoto,Semi-Senior,"TensorFlow, Pandas, React, Node.js",6463405.0,Temporal,2026-02-22,3
4725,Frontend Developer,TechNova,bogota,Híbrido,Junior,"TensorFlow, Python",2715416.0,indefinido,2026-04-11,2
4726,Analista de Datos,Mercado Libre,Cali,remoto,Junior,"Tableau, Excel, React, R, Docker, TensorFlow",4358233.0,Temporal,2026-01-18,8
4727,Frontend Developer,DataSoft,Bogotá,Híbrido,Junior,"AWS, React, Power BI, Pandas, Java",3286430.0,Temporal,2025-12-11,6
4728,Backend Developer,Mercado Libre,Cali,remoto,Junior,"Power BI, Azure, Node.js, React, TensorFlow",4012162.0,Freelance,2026-01-03,7
4729,Software Developer,DataSoft,Bucaramanga,Hibrido,Semi-Senior,"Java, JavaScript, R",6079810.0,Temporal,2025-11-20,10
4730,Backend Developer,Teleperformance,Bucaramanga,Hibrido,Senior,"Power BI, Excel, SQL, React",8960714.0,Indefinido,2026-01-30,10
4731,Analista de Datos,Rappi,bogota,remoto,semi senior,"SQL, AWS, JavaScript, Tableau",4112916.0,Temporal,2025-12-26,8
4732,Machine Learning Engineer,Davivienda,medellin,remoto,semi senior,"R, Power BI, JavaScript",3840149.0,Freelance,2024-05-21,8
4733,BI Analyst,IBM,Bogotá,Presencial,junior,"Docker, Pandas, R, Azure",2148844.0,Indefinido,2025-09-25,9
4734,Software Developer,DataSoft,Remoto,Presencial,junior,"Power BI, Tableau",1928447.0,Freelance,2025-09-11,2
4735,Backend Developer,InnovaTech,Bucaramanga,remoto,Junior,"R, React",3154271.0,indefinido,2024-11-13,8
4736,Software Developer,IBM,Bucaramanga,Remoto,Junior,"Power BI, JavaScript, Docker",3712033.0,indefinido,2024-07-08,1
4737,Frontend Developer,Claro,Cali,Hibrido,Senior,"Azure, Python, TensorFlow, Pandas, Power BI",8480913.0,Freelance,2024-11-01,1
4738,Data Analyst,InnovaTech,Cali,Remoto,Senior,"AWS, Tableau, R",9214474.0,indefinido,2024-05-28,3
4739,Frontend Developer,Claro,Bogotá,Híbrido,Semi-Senior,"Excel, AWS",4653039.0,indefinido,2025-06-11,5
4740,Frontend Developer,Davivienda,Medellín,Presencial,Senior,"Docker, Azure, Excel, Tableau, Power BI",9161425.0,indefinido,2025-05-12,8
4741,Backend Developer,TechNova,Bucaramanga,Presencial,Senior,"Pandas, SQL, R, Docker, Azure",10090146.0,Freelance,2025-09-25,9
4742,Full Stack Developer,Teleperformance,Medellín,remoto,semi senior,"R, Java, Pandas, Azure, Docker, Node.js",5226420.0,indefinido,2025-10-08,6
4743,Analista de Datos,Mercado Libre,Cali,Remoto,Semi-Senior,"TensorFlow, R, Excel, AWS, Node.js, Tableau",5350457.0,indefinido,2024-06-21,1
4744,Frontend Developer,CodeLab,Medellín,Remoto,Junior,"Pandas, JavaScript, AWS, React, Tableau",4105647.0,Indefinido,2025-11-01,5
4745,Software Developer,Claro,Medellín,Remoto,semi senior,"Power BI, Azure, Python",6206661.0,Freelance,2024-07-11,1
4746,Data Scientist,Teleperformance,bogota,Presencial,Senior,"React, AWS, Power BI, Pandas",9369720.0,Indefinido,2026-02-25,1
4747,Full Stack Developer,Davivienda,Cartagena,Híbrido,Senior,"AWS, Node.js, Java, JavaScript",8927787.0,Indefinido,2024-08-18,1
4748,Ingeniero de Datos,Davivienda,Cartagena,Hibrido,Senior,"Docker, JavaScript, SQL, Node.js, Excel, TensorFlow",8787626.0,Indefinido,2024-11-24,8
4749,Full Stack Developer,Mercado Libre,Bucaramanga,Remoto,semi senior,"R, Python, TensorFlow, Docker",4740335.0,indefinido,2025-11-06,1
4750,Data Analyst,InnovaTech,bogota,Hibrido,semi senior,"Azure, Tableau, AWS, Docker",5735657.0,Contrato,2024-11-17,1
4751,Data Scientist,Bancolombia,medellin,Presencial,junior,"React, JavaScript, SQL, Java, R",3782539.0,indefinido,2025-09-03,4
4752,Analista de Datos,Claro,Cali,remoto,junior,"AWS, Docker, R, React",2759820.0,Contrato,2024-08-24,1
4753,Software Developer,InnovaTech,Medellín,Presencial,junior,"Docker, Excel, Power BI",2519846.0,Contrato,2026-02-28,10
4754,BI Analyst,Accenture,Medellín,Remoto,Senior,"Docker, Python, Node.js, Pandas, Excel",9509813.0,Indefinido,2026-03-30,3
4755,Data Analyst,Teleperformance,Cartagena,Presencial,Semi-Senior,"Pandas, Excel",5388129.0,indefinido,2026-01-10,7
4756,Frontend Developer,Claro,Bucaramanga,remoto,semi senior,"Java, TensorFlow, JavaScript, React, AWS",5355929.0,Temporal,2025-02-12,4
4757,Machine Learning Engineer,DataSoft,bogota,Hibrido,junior,"TensorFlow, Docker, JavaScript, React, SQL, Java",2709210.0,Contrato,2024-07-18,1
4758,Data Scientist,Mercado Libre,Barranquilla,Híbrido,Junior,"Pandas, AWS",4052026.0,Contrato,2025-04-03,10
4759,Full Stack Developer,Rappi,Cali,Presencial,Senior,"Java, Docker, SQL",7832766.0,Indefinido,2026-01-10,8
4760,Machine Learning Engineer,IBM,Remoto,Híbrido,Junior,"Excel, Tableau",4146023.0,Temporal,2025-02-26,9
4761,Backend Developer,Bancolombia,Bogotá,Hibrido,junior,"Pandas, Python, Node.js, TensorFlow, SQL, Java",2355710.0,Temporal,2025-08-02,3
4762,Software Developer,IBM,medellin,Hibrido,Junior,"JavaScript, Pandas, TensorFlow, Java, R, SQL",4194966.0,Indefinido,2025-03-24,7
4763,Backend Developer,TechNova,Bucaramanga,Hibrido,Senior,"SQL, AWS, Azure, Python, JavaScript",8074349.0,indefinido,2025-04-28,1
4764,Backend Developer,Sura,Medellín,remoto,Junior,"Node.js, JavaScript, Excel",2579806.0,Indefinido,2025-03-26,2
4765,Data Scientist,Rappi,bogota,remoto,semi senior,"Azure, Pandas, AWS",5615419.0,Freelance,2025-12-04,4
4766,BI Analyst,Teleperformance,Cali,Presencial,Senior,"Azure, R",,Indefinido,2026-03-02,8
4767,Machine Learning Engineer,Bancolombia,Cali,Remoto,Semi-Senior,"Node.js, SQL, Java, Power BI",5758316.0,Indefinido,2024-11-12,6
4768,Ingeniero de Datos,Bancolombia,Medellín,Remoto,Semi-Senior,"React, Power BI, Node.js, R, JavaScript",5727197.0,Contrato,2026-04-15,8
4769,Backend Developer,Sura,Bogotá,remoto,Junior,"Excel, Python, Node.js, Docker, SQL",3176778.0,Contrato,2025-01-07,7
4770,Backend Developer,InnovaTech,Cali,Remoto,Senior,"Pandas, Azure, Java, Power BI",8239358.0,Temporal,2026-03-10,6
4771,Full Stack Developer,Sura,Remoto,Hibrido,Junior,"SQL, Java",2837744.0,indefinido,2024-11-16,6
4772,Software Developer,Sura,Bucaramanga,Presencial,Junior,"SQL, Azure, Node.js, JavaScript, AWS, React",4218007.0,indefinido,2026-01-30,5
4773,Data Analyst,Sura,bogota,Presencial,semi senior,"JavaScript, Tableau, Excel, Pandas",4111385.0,Freelance,2025-04-15,3
4774,Software Developer,Globant,Cartagena,remoto,Junior,"Power BI, Java, React, JavaScript",4420220.0,Freelance,2025-12-02,2
4775,BI Analyst,Sura,medellin,Remoto,Senior,"Power BI, TensorFlow, AWS, R",9863534.0,Freelance,2025-01-12,6
4776,Ingeniero de Datos,Davivienda,Bogotá,Hibrido,Semi-Senior,"AWS, Node.js, Azure, Pandas, Power BI, JavaScript",6753579.0,indefinido,2024-07-11,4
4777,Full Stack Developer,Bancolombia,Medellín,Híbrido,Junior,"Tableau, Node.js",3033476.0,indefinido,2026-01-13,2
4778,Software Developer,Rappi,bogota,remoto,Semi-Senior,"React, Tableau, R, JavaScript, Node.js, Java",6520957.0,Contrato,2025-06-07,3
4779,Full Stack Developer,Mercado Libre,Cali,Presencial,junior,"JavaScript, Azure, Excel, AWS",3728854.0,Indefinido,2026-04-24,4
4780,BI Analyst,Bancolombia,Cali,Híbrido,semi senior,"AWS, SQL, Excel, JavaScript",4609359.0,Contrato,2024-11-10,3
4781,Analista de Datos,Rappi,bogota,Remoto,Junior,"React, Tableau",4312809.0,Indefinido,2025-12-05,7
4782,BI Analyst,IBM,Barranquilla,Híbrido,Semi-Senior,"Docker, React, Node.js, Pandas, TensorFlow, AWS",6501580.0,Freelance,2024-12-16,3
4783,Analista de Datos,TechNova,medellin,Híbrido,Junior,"R, Node.js, Java, Pandas, Tableau, Docker",4319187.0,Contrato,2024-11-02,4
4784,Machine Learning Engineer,Claro,Bucaramanga,Hibrido,Semi-Senior,"React, JavaScript, AWS, R, SQL, Python",5794139.0,indefinido,2025-03-14,10
4785,Data Scientist,CodeLab,Cartagena,Híbrido,semi senior,"Node.js, SQL",5079356.0,indefinido,2024-11-21,2
4786,Full Stack Developer,Rappi,Barranquilla,Hibrido,junior,"Java, JavaScript, Excel, Pandas, Python, Power BI",3590146.0,Freelance,2025-06-19,6
4787,BI Analyst,DataSoft,Medellín,Hibrido,Semi-Senior,"Java, JavaScript, React",4369518.0,Contrato,2024-12-10,3
4788,Frontend Developer,InnovaTech,Bogotá,Remoto,Junior,"Pandas, Java, Excel, JavaScript, AWS, TensorFlow",2276355.0,indefinido,2025-07-27,2
4789,Frontend Developer,Globant,medellin,remoto,junior,"Java, Docker, Excel, JavaScript, Pandas",3716334.0,Temporal,2024-08-18,5
4790,Data Analyst,IBM,Medellín,Híbrido,Senior,"Azure, React, TensorFlow",7920243.0,Indefinido,2025-06-18,3
4791,Full Stack Developer,InnovaTech,Medellín,Hibrido,Senior,"React, Power BI, Docker, SQL, Python, Excel",8807378.0,indefinido,2026-03-15,3
4792,Backend Developer,Globant,bogota,remoto,junior,"JavaScript, Pandas, React, R",3647756.0,indefinido,2026-03-07,10
4793,Machine Learning Engineer,Teleperformance,Bucaramanga,Remoto,Junior,"Java, SQL, Azure, React, Tableau, Pandas",4593460.0,Contrato,2025-04-08,7
4794,Machine Learning Engineer,Globant,Bogotá,Presencial,Senior,"Docker, SQL",9919844.0,Freelance,2026-02-09,5
4795,Backend Developer,Rappi,Medellín,remoto,Junior,"Tableau, Power BI, Python, SQL, Pandas",3797818.0,Temporal,2025-01-09,6
4796,Frontend Developer,Accenture,Remoto,Hibrido,junior,"Python, Docker",4289331.0,Freelance,2025-02-15,8
4797,Data Scientist,DataSoft,medellin,Presencial,Senior,"Pandas, Java, Node.js, JavaScript, Tableau",10118620.0,Freelance,2026-01-29,9
4798,Data Scientist,Bancolombia,Medellín,Hibrido,Junior,"Azure, Python, Excel",4277304.0,Temporal,2024-08-17,4
4799,Software Developer,TechNova,medellin,Remoto,junior,"Excel, R, SQL, AWS, Docker",3901121.0,Temporal,2024-08-01,2
4800,Analista de Datos,Globant,Remoto,remoto,Junior,"Java, Tableau, Python",3184309.0,Freelance,2025-09-11,9
4801,Backend Developer,Davivienda,Cartagena,remoto,Semi-Senior,"Azure, Excel, React",6729151.0,Freelance,2024-11-01,5
4802,Data Scientist,Sura,Bucaramanga,Presencial,junior,"Power BI, React",1841743.0,indefinido,2025-12-21,1
4803,Backend Developer,InnovaTech,Barranquilla,remoto,Semi-Senior,"R, TensorFlow, JavaScript",6003057.0,Temporal,2025-11-09,5
4804,BI Analyst,Accenture,Medellín,remoto,junior,"TensorFlow, Azure, Excel, AWS, Power BI",1970948.0,Freelance,2025-11-25,8
4805,Full Stack Developer,DataSoft,Cali,Remoto,semi senior,"AWS, R, Excel, Docker",,Freelance,2026-04-13,10
4806,BI Analyst,Claro,Bogotá,remoto,junior,"R, JavaScript, React",3917475.0,Freelance,2025-07-07,4
4807,Machine Learning Engineer,Teleperformance,bogota,Híbrido,junior,"Python, TensorFlow, Pandas, Java, JavaScript",3127148.0,Indefinido,2025-07-04,2
4808,Software Developer,Teleperformance,Bucaramanga,Híbrido,junior,"Power BI, Azure, R, Java",,Indefinido,2025-02-11,2
4809,Analista de Datos,Globant,Cartagena,Híbrido,Senior,"JavaScript, Python, SQL",8126284.0,Contrato,2025-07-23,10
4810,Frontend Developer,Davivienda,medellin,Presencial,Junior,"Azure, Node.js, Python, Docker, TensorFlow",3930314.0,Freelance,2026-05-02,9
4811,Analista de Datos,CodeLab,bogota,Hibrido,Semi-Senior,"JavaScript, Pandas, Node.js, Tableau",6218837.0,indefinido,2025-12-15,8
4812,Data Analyst,DataSoft,Cartagena,Híbrido,Senior,"Docker, Excel, Pandas, React",8068508.0,Contrato,2025-03-29,9
4813,BI Analyst,TechNova,medellin,Presencial,Semi-Senior,"Power BI, Node.js, JavaScript, React",4691011.0,Indefinido,2025-10-19,8
4814,Frontend Developer,Globant,medellin,Remoto,semi senior,"Docker, AWS, Tableau, Excel, R",5277141.0,Freelance,2025-11-26,9
4815,Analista de Datos,Mercado Libre,Medellín,Hibrido,Junior,"Tableau, Node.js, Pandas, React, JavaScript",3804627.0,Temporal,2024-09-10,3
4816,Software Developer,Teleperformance,Cali,remoto,Senior,"Pandas, TensorFlow",8582259.0,Freelance,2024-07-28,3
4817,Backend Developer,DataSoft,Bucaramanga,Hibrido,Semi-Senior,"Python, Docker",5968462.0,Contrato,2025-02-04,4
4818,Frontend Developer,InnovaTech,Cali,Remoto,Senior,"Azure, Tableau, R, Docker, Python, AWS",,indefinido,2025-02-02,4
4819,Full Stack Developer,CodeLab,Remoto,Presencial,junior,"SQL, JavaScript",,Indefinido,2025-11-25,10
4820,Frontend Developer,Accenture,bogota,Presencial,junior,"Azure, Pandas, JavaScript, SQL, Docker, Python",3954214.0,indefinido,2024-10-20,1
4821,Machine Learning Engineer,Teleperformance,Cartagena,Remoto,junior,"Excel, TensorFlow, Azure",2535122.0,Indefinido,2025-09-07,2
4822,Frontend Developer,DataSoft,bogota,Remoto,junior,"Docker, Python, AWS",,indefinido,2025-07-20,8
4823,BI Analyst,IBM,Barranquilla,remoto,Junior,"Azure, Tableau, React, Python, Node.js",2606995.0,Temporal,2024-12-14,2
4824,Backend Developer,IBM,Cartagena,remoto,junior,"Tableau, R, React",3985454.0,Indefinido,2025-06-02,2
4825,Full Stack Developer,Globant,Bogotá,Hibrido,Junior,"Pandas, React, Docker, Tableau, TensorFlow",,Contrato,2024-08-23,1
4826,Ingeniero de Datos,Accenture,Medellín,Hibrido,Junior,"R, Pandas, Azure",4172723.0,Indefinido,2025-11-26,7
4827,Data Analyst,Globant,bogota,Remoto,Junior,"AWS, Java, Docker, Tableau",,Indefinido,2025-05-04,2
4828,Backend Developer,DataSoft,Remoto,Hibrido,Junior,"Excel, TensorFlow, SQL",2665635.0,Temporal,2025-10-26,10
4829,Data Scientist,CodeLab,medellin,Remoto,Junior,"SQL, Azure",2627409.0,Contrato,2025-08-05,10
4830,Software Developer,Claro,bogota,Remoto,Semi-Senior,"SQL, Python, AWS, Power BI, Tableau, TensorFlow",6480945.0,Indefinido,2025-12-21,2
4831,Ingeniero de Datos,Rappi,Cali,Hibrido,Senior,"SQL, AWS",9401028.0,Temporal,2026-03-06,3
4832,Machine Learning Engineer,TechNova,Remoto,Remoto,Senior,"JavaScript, AWS, Excel, React, R",8087635.0,Contrato,2024-07-13,8
4833,Full Stack Developer,InnovaTech,Cartagena,Hibrido,Semi-Senior,"Python, Azure, AWS, Excel, R",4883510.0,Contrato,2026-02-16,6
4834,Backend Developer,DataSoft,Medellín,Hibrido,Senior,"TensorFlow, JavaScript, Docker",,Temporal,2024-11-22,6
4835,BI Analyst,Davivienda,Bucaramanga,Remoto,Senior,"R, TensorFlow",9399417.0,Temporal,2026-01-20,5
4836,Analista de Datos,Bancolombia,Barranquilla,Remoto,Semi-Senior,"Power BI, Java, Azure",4884668.0,Contrato,2024-11-23,6
4837,Data Analyst,Bancolombia,Bogotá,remoto,Senior,"SQL, Azure, Pandas, Java, Excel",9941483.0,Indefinido,2025-08-10,4
4838,Machine Learning Engineer,Accenture,bogota,remoto,semi senior,"Python, Java, SQL",4551393.0,Contrato,2025-11-17,5
4839,BI Analyst,Claro,Bogotá,remoto,Senior,"Excel, Node.js, TensorFlow",9493481.0,Temporal,2025-10-28,10
4840,Software Developer,Accenture,Remoto,remoto,Junior,"React, Power BI, Java, Python",,Contrato,2024-12-14,7
4841,Software Developer,InnovaTech,Remoto,Presencial,Semi-Senior,"Pandas, Excel",4900198.0,indefinido,2025-03-01,10
4842,BI Analyst,Mercado Libre,Remoto,Presencial,Junior,"JavaScript, AWS",2497891.0,indefinido,2024-11-12,6
4843,Full Stack Developer,Accenture,Bucaramanga,remoto,Senior,"Pandas, Node.js, JavaScript, TensorFlow",8300201.0,Contrato,2026-05-06,2
4844,BI Analyst,Claro,Barranquilla,Híbrido,Semi-Senior,"SQL, R, Java, JavaScript, Excel",5341566.0,indefinido,2025-05-22,8
4845,Ingeniero de Datos,Accenture,Bucaramanga,Presencial,Semi-Senior,"AWS, Tableau, Docker",5344863.0,indefinido,2024-12-11,5
4846,Ingeniero de Datos,DataSoft,Cartagena,Presencial,Semi-Senior,"AWS, React, Docker, JavaScript",5358644.0,Freelance,2025-12-09,1
4847,Backend Developer,TechNova,Medellín,Presencial,Semi-Senior,"TensorFlow, Python",5187198.0,Temporal,2025-12-10,7
4848,Frontend Developer,Bancolombia,Barranquilla,Presencial,junior,"JavaScript, R, Java, Node.js, TensorFlow, Excel",3419282.0,Freelance,2025-04-11,4
4849,Software Developer,DataSoft,Remoto,Presencial,Semi-Senior,"Node.js, AWS, Excel, Azure, Docker",6135295.0,Contrato,2026-05-03,6
4850,Frontend Developer,InnovaTech,medellin,Remoto,Senior,"Pandas, Python, AWS",8870913.0,Indefinido,2025-07-08,4
4851,Analista de Datos,TechNova,bogota,remoto,Semi-Senior,"Pandas, Power BI, SQL, React, AWS",4547667.0,Indefinido,2025-06-21,2
4852,Analista de Datos,DataSoft,medellin,Remoto,Senior,"Docker, SQL",8456521.0,Contrato,2024-08-07,3
4853,Machine Learning Engineer,Mercado Libre,Medellín,Presencial,Semi-Senior,"React, JavaScript, Excel",,indefinido,2025-04-30,8
4854,Analista de Datos,Globant,Bucaramanga,remoto,junior,"AWS, SQL, Power BI, Java, React, Tableau",3200791.0,indefinido,2025-08-26,3
4855,Machine Learning Engineer,InnovaTech,Medellín,Remoto,Junior,"SQL, Python, Pandas, React",3517231.0,Indefinido,2024-10-09,10
4856,BI Analyst,IBM,Barranquilla,Híbrido,Senior,"Python, Excel",9331181.0,Indefinido,2024-11-04,7
4857,Frontend Developer,Claro,Bogotá,Hibrido,Senior,"Excel, Tableau, Pandas, Power BI",8207974.0,Temporal,2024-12-25,7
4858,Data Scientist,Mercado Libre,Cartagena,Híbrido,Semi-Senior,"AWS, Tableau, Power BI, TensorFlow, Java",4433248.0,Indefinido,2025-10-17,1
4859,Full Stack Developer,InnovaTech,Cali,remoto,junior,"Node.js, Azure, Tableau, SQL, JavaScript, TensorFlow",2951882.0,Freelance,2024-08-30,3
4860,Data Scientist,Sura,Barranquilla,Hibrido,semi senior,"Pandas, AWS, JavaScript, TensorFlow, Power BI",6061878.0,Temporal,2026-04-16,9
